Date,traffic,V1&V2,V3,V4,V5&V6&V7
2018-03-21,18233,11851,3464,1276,2671
2018-03-22,18469,12004,3509,1292,2705
2018-03-23,18266,11872,3470,1278,2675
2018-03-24,18948,12316,3600,1326,2775
2018-03-25,19941,12961,3788,1395,2921
2018-03-26,16845,10949,3200,1179,2467
2018-03-27,19022,12364,3614,1331,2786
2018-03-28,18529,12043,3520,1297,2714
2018-03-29,18998,12348,3609,1329,2783
2018-03-30,18723,12169,3557,1310,2742
2018-03-31,19335,12567,3673,1353,2832
2018-04-01,14574,9473,2769,1020,2135
2018-04-02,19329,12563,3672,1353,2831
2018-04-03,20002,13001,3800,1400,2930
2018-04-04,22043,14327,4188,1543,3229
2018-04-05,22596,14687,4293,1581,3310
2018-04-06,26889,17477,5108,1882,3939
2018-04-07,24767,16098,4705,1733,3628
2018-04-08,17419,11322,3309,1219,2551
2018-04-09,24060,15639,4571,1684,3524
2018-04-10,19072,12396,3623,1335,2794
2018-04-11,19856,12906,3772,1389,2908
2018-04-12,20032,13020,3806,1402,2934
2018-04-13,20727,13472,3938,1450,3036
2018-04-14,21119,13727,4012,1478,3093
2018-04-15,18939,12310,3598,1325,2774
2018-04-16,20584,13379,3910,1440,3015
2018-04-17,20431,13280,3881,1430,2993
2018-04-18,20494,13321,3893,1434,3002
2018-04-19,20111,13072,3821,1407,2946
2018-04-20,21150,13747,4018,1480,3098
2018-04-21,21344,13873,4055,1494,3126
2018-04-22,17989,11692,3417,1259,2635
2018-04-23,19473,12657,3699,1363,2852
2018-04-24,20158,13102,3830,1411,2953
2018-04-25,20577,13375,3909,1440,3014
2018-04-26,20650,13422,3923,1445,3025
2018-04-27,20853,13554,3962,1459,3054
2018-04-28,21158,13752,4020,1481,3099
2018-04-29,17986,11690,3417,1259,2634
2018-04-30,20200,13130,3838,1414,2959
2018-05-01,14638,9514,2781,1024,2144
2018-05-02,18789,12212,3569,1315,2752
2018-05-03,18568,12069,3527,1299,2720
2018-05-04,19939,12960,3788,1395,2921
2018-05-05,19518,12686,3708,1366,2859
2018-05-06,19664,12781,3736,1376,2880
2018-05-07,19125,12431,3633,1338,2801
2018-05-08,18679,12141,3549,1307,2736
2018-05-09,18312,11902,3479,1281,2682
2018-05-10,18955,12320,3601,1326,2776
2018-05-11,19710,12811,3744,1379,2887
2018-05-12,19798,12868,3761,1385,2900
2018-05-13,17042,11077,3237,1192,2496
2018-05-14,19017,12361,3613,1331,2785
2018-05-15,19320,12558,3670,1352,2830
2018-05-16,19384,12599,3682,1356,2839
2018-05-17,17816,11580,3385,1247,2610
2018-05-18,19239,12505,3655,1346,2818
2018-05-19,19003,12351,3610,1330,2783
2018-05-20,19811,12877,3764,1386,2902
2018-05-21,18173,11812,3452,1272,2662
2018-05-22,18301,11895,3477,1281,2681
2018-05-23,18976,12334,3605,1328,2779
2018-05-24,18565,12067,3527,1299,2719
2018-05-25,19284,12534,3663,1349,2825
2018-05-26,20499,13324,3894,1434,3003
2018-05-27,15941,10361,3028,1115,2335
2018-05-28,16497,10723,3134,1154,2416
2018-05-29,18124,11780,3443,1268,2655
2018-05-30,18996,12347,3609,1329,2782
2018-05-31,18342,11922,3484,1283,2687
2018-06-01,18947,12315,3599,1326,2775
2018-06-02,18940,12311,3598,1325,2774
2018-06-03,24911,16192,4733,1743,3649
2018-06-04,18245,11859,3466,1277,2672
2018-06-05,18591,12084,3532,1301,2723
2018-06-06,18915,12294,3593,1324,2771
2018-06-07,18242,11857,3465,1276,2672
2018-06-08,19010,12356,3611,1330,2784
2018-06-09,18958,12322,3602,1327,2777
2018-06-10,19939,12960,3788,1395,2921
2018-06-11,18331,11915,3482,1283,2685
2018-06-12,18736,12178,3559,1311,2744
2018-06-13,18635,12112,3540,1304,2730
2018-06-14,17793,11565,3380,1245,2606
2018-06-15,23512,15282,4467,1645,3444
2018-06-16,25506,16578,4846,1785,3736
2018-06-17,24398,15858,4635,1707,3574
2018-06-18,27971,18181,5314,1957,4097
2018-06-19,27935,18157,5307,1955,4092
2018-06-20,18941,12311,3598,1325,2774
2018-06-21,18735,12177,3559,1311,2744
2018-06-22,19615,12749,3726,1373,2873
2018-06-23,24383,15848,4632,1706,3572
2018-06-24,24189,15722,4595,1693,3543
2018-06-25,27971,18181,5314,1957,4097
2018-06-26,28220,18343,5361,1975,4134
2018-06-27,20323,13209,3861,1422,2977
2018-06-28,28887,18776,5488,2022,4231
2018-06-29,20370,13240,3870,1425,2984
2018-06-30,19797,12868,3761,1385,2900
2018-07-01,23729,15423,4508,1661,3476
2018-07-02,24574,15973,4669,1720,3600
2018-07-03,25017,16261,4753,1751,3664
2018-07-04,24359,15833,4628,1705,3568
2018-07-05,26394,17156,5014,1847,3866
2018-07-06,25681,16692,4879,1797,3762
2018-07-07,21993,14295,4178,1539,3221
2018-07-08,21993,14295,4178,1539,3221
2018-07-09,18690,12148,3551,1308,2738
2018-07-10,18764,12196,3565,1313,2748
2018-07-11,19333,12566,3673,1353,2832
2018-07-12,18702,12156,3553,1309,2739
2018-07-13,19699,12804,3742,1378,2885
2018-07-14,18957,12322,3601,1326,2777
2018-07-15,17294,11241,3285,1210,2533
2018-07-16,18906,12288,3592,1323,2769
2018-07-17,18464,12001,3508,1292,2704
2018-07-18,18942,12312,3598,1325,2775
2018-07-19,19463,12650,3697,1362,2851
2018-07-20,20817,13531,3955,1457,3049
2018-07-21,20539,13350,3902,1437,3008
2018-07-22,18504,12027,3515,1295,2710
2018-07-23,19935,12957,3787,1395,2920
2018-07-24,21971,14281,4174,1537,3218
2018-07-25,21343,13872,4055,1494,3126
2018-07-26,17861,11609,3393,1250,2616
2018-07-27,22216,14440,4221,1555,3254
2018-07-28,20343,13222,3865,1424,2980
2018-07-29,17089,11107,3246,1196,2503
2018-07-30,18789,12212,3569,1315,2752
2018-07-31,19084,12404,3625,1335,2795
2018-08-01,18673,12137,3547,1307,2735
2018-08-02,19053,12384,3620,1333,2791
2018-08-03,20252,13163,3847,1417,2966
2018-08-04,20740,13481,3940,1451,3038
2018-08-05,18159,11803,3450,1271,2660
2018-08-06,18843,12247,3580,1319,2760
2018-08-07,18569,12069,3528,1299,2720
2018-08-08,18803,12221,3572,1316,2754
2018-08-09,18804,12222,3572,1316,2754
2018-08-10,18806,12223,3573,1316,2755
2018-08-11,19214,12489,3650,1344,2814
2018-08-12,16243,10557,3086,1137,2379
2018-08-13,18397,11958,3495,1287,2695
2018-08-14,19108,12420,3630,1337,2799
2018-08-15,19100,12415,3629,1337,2798
2018-08-16,18349,11926,3486,1284,2688
2018-08-17,19646,12769,3732,1375,2878
2018-08-18,18506,12028,3516,1295,2711
2018-08-19,19908,12940,3782,1393,2916
2018-08-20,18849,12251,3581,1319,2761
2018-08-21,19961,12974,3792,1397,2924
2018-08-22,18114,11774,3441,1267,2653
2018-08-23,19963,12975,3792,1397,2924
2018-08-24,21434,13932,4072,1500,3140
2018-08-25,21845,14199,4150,1529,3200
2018-08-26,18512,12032,3517,1295,2712
2018-08-27,21277,13830,4042,1489,3117
2018-08-28,21001,13650,3990,1470,3076
2018-08-29,20372,13241,3870,1426,2984
2018-08-30,21381,13897,4062,1496,3132
2018-08-31,22849,14851,4341,1599,3347
2018-09-01,22369,14539,4250,1565,3277
2018-09-02,18921,12298,3594,1324,2771
2018-09-03,22091,14359,4197,1546,3236
2018-09-04,22136,14388,4205,1549,3242
2018-09-05,22411,14567,4258,1568,3283
2018-09-06,22854,14855,4342,1599,3348
2018-09-07,23928,15553,4546,1674,3505
2018-09-08,23467,15253,4458,1642,3437
2018-09-09,18545,12054,3523,1298,2716
2018-09-10,27166,17657,5161,1901,3979
2018-09-11,19086,12405,3626,1336,2796
2018-09-12,15427,10027,2931,1079,2260
2018-09-13,18847,12250,3580,1319,2761
2018-09-14,18606,12093,3535,1302,2725
2018-09-15,18754,12190,3563,1312,2747
2018-09-16,15508,10080,2946,1085,2271
2018-09-17,16967,11028,3223,1187,2485
2018-09-18,17582,11428,3340,1230,2575
2018-09-19,20049,13031,3809,1403,2937
2018-09-20,20568,13369,3907,1439,3013
2018-09-21,21788,14162,4139,1525,3191
2018-09-22,20978,13635,3985,1468,3073
2018-09-23,16596,10787,3153,1161,2431
2018-09-24,20628,13408,3919,1443,3022
2018-09-25,20918,13596,3974,1464,3064
2018-09-26,19248,12511,3657,1347,2819
2018-09-27,19077,12400,3624,1335,2794
2018-09-28,17947,11665,3409,1256,2629
2018-09-29,19777,12855,3757,1384,2897
2018-09-30,16838,10944,3199,1178,2466
2018-10-01,19877,12920,3776,1391,2911
2018-10-02,21193,13775,4026,1483,3104
2018-10-03,21001,13650,3990,1470,3076
2018-10-04,20684,13444,3929,1447,3030
2018-10-05,21394,13906,4064,1497,3134
2018-10-06,21357,13882,4057,1494,3128
2018-10-07,17313,11253,3289,1211,2536
2018-10-08,20638,13414,3921,1444,3023
2018-10-09,20611,13397,3916,1442,3019
2018-10-10,20469,13304,3889,1432,2998
2018-10-11,20852,13553,3961,1459,3054
2018-10-12,21621,14053,4107,1513,3167
2018-10-13,20972,13631,3984,1468,3072
2018-10-14,18364,11936,3489,1285,2690
2018-10-15,19785,12860,3759,1384,2898
2018-10-16,19925,12951,3785,1394,2919
2018-10-17,19654,12775,3734,1375,2879
2018-10-18,19937,12959,3788,1395,2920
2018-10-19,20968,13629,3983,1467,3071
2018-10-20,20565,13367,3907,1439,3012
2018-10-21,17451,11343,3315,1221,2556
2018-10-22,20544,13353,3903,1438,3009
2018-10-23,20640,13416,3921,1444,3023
2018-10-24,20397,13258,3875,1427,2988
2018-10-25,21190,13773,4026,1483,3104
2018-10-26,21369,13889,4060,1495,3130
2018-10-27,21209,13785,4029,1484,3107
2018-10-28,17376,11294,3301,1216,2545
2018-10-29,19427,12627,3691,1359,2846
2018-10-30,20145,13094,3827,1410,2951
2018-10-31,20150,13097,3828,1410,2951
2018-11-01,19728,12823,3748,1380,2890
2018-11-02,20868,13564,3964,1460,3057
2018-11-03,18488,12017,3512,1294,2708
2018-11-04,17503,11376,3325,1225,2564
2018-11-05,19404,12612,3686,1358,2842
2018-11-06,19312,12552,3669,1351,2829
2018-11-07,19316,12555,3670,1352,2829
2018-11-08,19536,12698,3711,1367,2862
2018-11-09,20057,13037,3810,1403,2938
2018-11-10,19983,12988,3796,1398,2927
2018-11-11,16275,10578,3092,1139,2384
2018-11-12,18817,12231,3575,1317,2756
2018-11-13,19006,12353,3611,1330,2784
2018-11-14,19079,12401,3625,1335,2795
2018-11-15,19612,12747,3726,1372,2873
2018-11-16,20362,13235,3868,1425,2983
2018-11-17,20005,13003,3800,1400,2930
2018-11-18,16748,10886,3182,1172,2453
2018-11-19,19241,12506,3655,1346,2818
2018-11-20,16241,10556,3085,1136,2379
2018-11-21,18463,12000,3507,1292,2704
2018-11-22,19215,12489,3650,1345,2814
2018-11-23,19515,12684,3707,1366,2858
2018-11-24,19588,12732,3721,1371,2869
2018-11-25,19304,12547,3667,1351,2828
2018-11-26,18875,12268,3586,1321,2765
2018-11-27,19059,12388,3621,1334,2792
2018-11-28,18841,12246,3579,1318,2760
2018-11-29,18942,12312,3598,1325,2775
2018-11-30,19741,12831,3750,1381,2892
2018-12-01,19919,12947,3784,1394,2918
2018-12-02,16341,10621,3104,1143,2393
2018-12-03,18931,12305,3596,1325,2773
2018-12-04,19373,12592,3680,1356,2838
2018-12-05,19362,12585,3678,1355,2836
2018-12-06,19129,12433,3634,1339,2802
2018-12-07,20250,13162,3847,1417,2966
2018-12-08,19450,12642,3695,1361,2849
2018-12-09,16293,10590,3095,1140,2386
2018-12-10,19556,12711,3715,1368,2864
2018-12-11,19585,12730,3721,1370,2869
2018-12-12,19907,12939,3782,1393,2916
2018-12-13,19716,12815,3746,1380,2888
2018-12-14,20604,13392,3914,1442,3018
2018-12-15,20445,13289,3884,1431,2995
2018-12-16,21439,13935,4073,1500,3140
2018-12-17,19228,12498,3653,1345,2816
2018-12-18,19833,12891,3768,1388,2905
2018-12-19,19659,12778,3735,1376,2880
2018-12-20,19743,12832,3751,1382,2892
2018-12-21,20453,13294,3886,1431,2996
2018-12-22,20778,13505,3947,1454,3043
2018-12-23,16499,10724,3134,1154,2417
2018-12-24,19935,12957,3787,1395,2920
2018-12-25,21668,14084,4116,1516,3174
2018-12-26,22689,14747,4310,1588,3323
2018-12-27,22283,14483,4233,1559,3264
2018-12-28,19138,12439,3636,1339,2803
2018-12-29,23365,15187,4439,1635,3422
2018-12-30,17437,11334,3313,1220,2554
2018-12-31,19964,12976,3793,1397,2924
2019-01-01,20549,13356,3904,1438,3010
2019-01-02,21251,13813,4037,1487,3113
2019-01-03,21091,13709,4007,1476,3089
2019-01-04,23544,15303,4473,1648,3449
2019-01-05,22778,14805,4327,1594,3336
2019-01-06,16098,10463,3058,1126,2358
2019-01-07,16699,10854,3172,1168,2446
2019-01-08,16714,10864,3175,1169,2448
2019-01-09,21220,13793,4031,1485,3108
2019-01-10,22081,14352,4195,1545,3234
2019-01-11,21038,13674,3997,1472,3082
2019-01-12,23189,15072,4405,1623,3397
2019-01-13,19247,12510,3656,1347,2819
2019-01-14,18673,12137,3547,1307,2735
2019-01-15,19746,12834,3751,1382,2892
2019-01-16,19771,12851,3756,1383,2896
2019-01-17,20785,13510,3949,1454,3045
2019-01-18,18543,12052,3523,1298,2716
2019-01-19,19355,12580,3677,1354,2835
2019-01-20,17655,11475,3354,1235,2586
2019-01-21,18806,12223,3573,1316,2755
2019-01-22,21092,13709,4007,1476,3089
2019-01-23,21109,13720,4010,1477,3092
2019-01-24,20983,13638,3986,1468,3074
2019-01-25,21882,14223,4157,1531,3205
2019-01-26,22375,14543,4251,1566,3277
2019-01-27,18590,12083,3532,1301,2723
2019-01-28,20112,13072,3821,1407,2946
2019-01-29,19673,12787,3737,1377,2882
2019-01-30,20376,13244,3871,1426,2985
2019-01-31,20983,13638,3986,1468,3074
2019-02-01,22231,14450,4223,1556,3256
2019-02-02,22844,14848,4340,1599,3346
2019-02-03,19648,12771,3733,1375,2878
2019-02-04,20578,13375,3909,1440,3014
2019-02-05,21876,14219,4156,1531,3204
2019-02-06,22076,14349,4194,1545,3234
2019-02-07,21913,14243,4163,1533,3210
2019-02-08,22566,14667,4287,1579,3305
2019-02-09,23406,15213,4447,1638,3428
2019-02-10,19734,12827,3749,1381,2891
2019-02-11,20874,13568,3966,1461,3058
2019-02-12,17852,11603,3391,1249,2615
2019-02-13,20435,13282,3882,1430,2993
2019-02-14,20367,13238,3869,1425,2983
2019-02-15,20786,13510,3949,1455,3045
2019-02-16,21633,14061,4110,1514,3169
2019-02-17,17588,11432,3341,1231,2576
2019-02-18,19728,12823,3748,1380,2890
2019-02-19,19822,12884,3766,1387,2903
2019-02-20,20255,13165,3848,1417,2967
2019-02-21,20207,13134,3839,1414,2960
2019-02-22,21386,13900,4063,1497,3133
2019-02-23,21549,14006,4094,1508,3156
2019-02-24,18415,11969,3498,1289,2697
2019-02-25,20425,13276,3880,1429,2992
2019-02-26,20879,13571,3967,1461,3058
2019-02-27,20970,13630,3984,1467,3072
2019-02-28,20802,13521,3952,1456,3047
2019-03-01,26477,17210,5030,1853,3878
2019-03-02,25227,16397,4793,1765,3695
2019-03-03,18552,12058,3524,1298,2717
2019-03-04,23424,15225,4450,1639,3431
2019-03-05,24157,15702,4589,1690,3539
2019-03-06,23933,15556,4547,1675,3506
2019-03-07,24089,15657,4576,1686,3529
2019-03-08,23561,15314,4476,1649,3451
2019-03-09,23959,15573,4552,1677,3509
2019-03-10,27788,18062,5279,1945,4070
2019-03-11,22868,14864,4344,1600,3350
2019-03-12,23353,15179,4437,1634,3421
2019-03-13,23478,15260,4460,1643,3439
2019-03-14,23641,15366,4491,1654,3463
2019-03-15,24067,15643,4572,1684,3525
2019-03-16,23594,15336,4482,1651,3456
2019-03-17,28621,18603,5437,2003,4192
2019-03-18,22811,14827,4334,1596,3341
2019-03-19,22976,14934,4365,1608,3365
2019-03-20,23196,15077,4407,1623,3398
2019-03-21,22809,14825,4333,1596,3341
2019-03-22,23528,15293,4470,1646,3446
2019-03-23,23669,15384,4497,1656,3467
2019-03-24,18343,11922,3485,1284,2687
2019-03-25,22281,14482,4233,1559,3264
2019-03-26,22606,14693,4295,1582,3311
2019-03-27,22439,14585,4263,1570,3287
2019-03-28,22709,14760,4314,1589,3326
2019-03-29,23681,15392,4499,1657,3469
2019-03-30,25493,16570,4843,1784,3734
2019-03-31,26642,17317,5061,1864,3903
2019-04-01,22822,14834,4336,1597,3343
2019-04-02,23167,15058,4401,1621,3393
2019-04-03,23599,15339,4483,1651,3457
2019-04-04,24173,15712,4592,1692,3541
2019-04-05,24108,15670,4580,1687,3531
2019-04-06,24061,15639,4571,1684,3524
2019-04-07,19218,12491,3651,1345,2815
2019-04-08,22583,14678,4290,1580,3308
2019-04-09,23281,15132,4423,1629,3410
2019-04-10,23411,15217,4448,1638,3429
2019-04-11,23176,15064,4403,1622,3395
2019-04-12,23953,15569,4551,1676,3509
2019-04-13,23316,15155,4430,1632,3415
2019-04-14,22689,14747,4310,1588,3323
2019-04-15,22783,14808,4328,1594,3337
2019-04-16,23435,15232,4452,1640,3433
2019-04-17,23653,15374,4494,1655,3465
2019-04-18,24379,15846,4632,1706,3571
2019-04-19,24833,16141,4718,1738,3638
2019-04-20,24172,15711,4592,1692,3541
2019-04-21,18264,11871,3470,1278,2675
2019-04-22,23846,15499,4530,1669,3493
2019-04-23,25158,16352,4780,1761,3685
2019-04-24,26464,17201,5028,1852,3876
2019-04-25,28039,18225,5327,1962,4107
2019-04-26,20140,13091,3826,1409,2950
2019-04-27,18499,12024,3514,1294,2710
2019-04-28,18786,12210,3569,1315,2752
2019-04-29,16618,10801,3157,1163,2434
2019-04-30,24693,16050,4691,1728,3617
2019-05-01,24604,15992,4674,1722,3604
2019-05-02,25102,16316,4769,1757,3677
2019-05-03,26508,17230,5036,1855,3883
2019-05-04,27620,17953,5247,1933,4046
2019-05-05,23113,15023,4391,1617,3386
2019-05-06,24147,15695,4587,1690,3537
2019-05-07,24362,15835,4628,1705,3569
2019-05-08,24463,15900,4647,1712,3583
2019-05-09,21656,14076,4114,1515,3172
2019-05-10,24008,15605,4561,1680,3517
2019-05-11,24226,15746,4602,1695,3549
2019-05-12,21377,13895,4061,1496,3131
2019-05-13,22645,14719,4302,1585,3317
2019-05-14,22783,14808,4328,1594,3337
2019-05-15,22814,14829,4334,1596,3342
2019-05-16,23706,15408,4504,1659,3472
2019-05-17,24729,16073,4698,1731,3622
2019-05-18,24802,16121,4712,1736,3633
2019-05-19,19621,12753,3727,1373,2874
2019-05-20,21613,14048,4106,1512,3166
2019-05-21,23226,15096,4412,1625,3402
2019-05-22,23193,15075,4406,1623,3397
2019-05-23,23118,15026,4392,1618,3386
2019-05-24,24041,15626,4567,1682,3522
2019-05-25,24870,16165,4725,1740,3643
2019-05-26,20254,13165,3848,1417,2967
2019-05-27,23174,15063,4403,1622,3394
2019-05-28,20660,13429,3925,1446,3026
2019-05-29,23432,15230,4452,1640,3432
2019-05-30,23245,15109,4416,1627,3405
2019-05-31,24358,15832,4628,1705,3568
2019-06-01,23933,15556,4547,1675,3506
2019-06-02,20387,13251,3873,1427,2986
2019-06-03,22228,14448,4223,1555,3256
2019-06-04,16489,10717,3132,1154,2415
2019-06-05,21467,13953,4078,1502,3144
2019-06-06,23549,15306,4474,1648,3449
2019-06-07,25601,16640,4864,1792,3750
2019-06-08,24741,16081,4700,1731,3624
2019-06-09,20958,13622,3982,1467,3070
2019-06-10,22721,14768,4316,1590,3328
2019-06-11,23332,15165,4433,1633,3418
2019-06-12,24186,15720,4595,1693,3543
2019-06-13,25492,16569,4843,1784,3734
2019-06-14,25641,16666,4871,1794,3756
2019-06-15,25280,16432,4803,1769,3703
2019-06-16,21017,13661,3993,1471,3078
2019-06-17,23835,15492,4528,1668,3491
2019-06-18,23773,15452,4516,1664,3482
2019-06-19,23674,15388,4498,1657,3468
2019-06-20,25265,16422,4800,1768,3701
2019-06-21,25319,16457,4810,1772,3709
2019-06-22,25336,16468,4813,1773,3711
2019-06-23,24174,15713,4593,1692,3541
2019-06-24,19716,12815,3746,1380,2888
2019-06-25,22165,14407,4211,1551,3247
2019-06-26,22468,14604,4268,1572,3291
2019-06-27,23588,15332,4481,1651,3455
2019-06-28,24167,15708,4591,1691,3540
2019-06-29,25010,16256,4751,1750,3663
2019-06-30,19394,12606,3684,1357,2841
2019-07-01,19771,12851,3756,1383,2896
2019-07-02,27771,18051,5276,1943,4068
2019-07-03,26771,17401,5086,1873,3921
2019-07-04,22772,14801,4326,1594,3336
2019-07-05,24773,16102,4706,1734,3629
2019-07-06,25774,16753,4897,1804,3775
2019-07-07,26775,17403,5087,1874,3922
2019-07-08,26776,17404,5087,1874,3922
2019-07-09,27777,18055,5277,1944,4069
2019-07-10,25778,16755,4897,1804,3776
2019-07-11,23779,15456,4518,1664,3483
2019-07-12,23780,15457,4518,1664,3483
2019-07-13,22781,14807,4328,1594,3337
2019-07-14,21782,14158,4138,1524,3191
2019-07-15,20783,13508,3948,1454,3044
2019-07-16,22784,14809,4328,1594,3337
2019-07-17,24785,16110,4709,1734,3631
2019-07-18,26786,17410,5089,1875,3924
2019-07-19,25787,16761,4899,1805,3777
2019-07-20,25788,16762,4899,1805,3777
2019-07-21,27789,18062,5279,1945,4071
2019-07-22,26990,17543,5128,1889,3954
2019-07-23,29791,19364,5660,2085,4364
2019-07-24,26792,17414,5090,1875,3925
2019-07-25,27793,18065,5280,1945,4071
2019-07-26,25794,16766,4900,1805,3778
2019-07-27,25795,16766,4901,1805,3778
2019-07-28,26796,17417,5091,1875,3925
2019-07-29,27797,18068,5281,1945,4072
2019-07-30,25798,16768,4901,1805,3779
2019-07-31,26799,17419,5091,1875,3926
2019-08-01,22603,14691,4294,1582,3311
2019-08-02,26199,17029,4977,1833,3838
2019-08-03,26508,17230,5036,1855,3883
2019-08-04,24093,15660,4577,1686,3529
2019-08-05,24184,15719,4594,1692,3542
2019-08-06,24368,15839,4629,1705,3569
2019-08-07,24117,15676,4582,1688,3533
2019-08-08,24284,15784,4613,1699,3557
2019-08-09,25627,16657,4869,1793,3754
2019-08-10,25840,16796,4909,1808,3785
2019-08-11,27604,17942,5244,1932,4043
2019-08-12,21380,13897,4062,1496,3132
2019-08-13,23684,15394,4499,1657,3469
2019-08-14,23651,15373,4493,1655,3464
2019-08-15,24393,15855,4634,1707,3573
2019-08-16,24524,15940,4659,1716,3592
2019-08-17,23326,15161,4431,1632,3417
2019-08-18,26321,17108,5000,1842,3856
2019-08-19,22801,14820,4332,1596,3340
2019-08-20,24265,15772,4610,1698,3554
2019-08-21,24715,16064,4695,1730,3620
2019-08-22,22003,14301,4180,1540,3223
2019-08-23,25590,16633,4862,1791,3748
2019-08-24,24691,16049,4691,1728,3617
2019-08-25,22658,14727,4305,1586,3319
2019-08-26,24765,16097,4705,1733,3628
2019-08-27,25395,16506,4825,1777,3720
2019-08-28,25004,16252,4750,1750,3663
2019-08-29,26300,17095,4997,1841,3852
2019-08-30,26403,17161,5016,1848,3868
2019-08-31,27008,17555,5131,1890,3956
2019-09-01,23846,15499,4530,1669,3493
2019-09-02,24964,16226,4743,1747,3657
2019-09-03,26131,16985,4964,1829,3828
2019-09-04,25992,16894,4938,1819,3807
2019-09-05,26571,17271,5048,1859,3892
2019-09-06,27829,18088,5287,1948,4076
2019-09-07,25951,16868,4930,1816,3801
2019-09-08,23104,15017,4389,1617,3384
2019-09-09,25353,16479,4817,1774,3714
2019-09-10,27571,17921,5238,1929,4039
2019-09-11,17132,11135,3255,1199,2509
2019-09-12,18120,11778,3442,1268,2654
2019-09-13,18435,11982,3502,1290,2700
2019-09-14,19348,12576,3676,1354,2834
2019-09-15,19432,12630,3692,1360,2846
2019-09-16,18678,12140,3548,1307,2736
2019-09-17,21076,13699,4004,1475,3087
2019-09-18,17534,11397,3331,1227,2568
2019-09-19,19321,12558,3670,1352,2830
2019-09-20,16012,10407,3042,1120,2345
2019-09-21,21456,13946,4076,1501,3143
2019-09-22,21980,14287,4176,1538,3220
2019-09-23,19532,12695,3711,1367,2861
2019-09-24,23652,15373,4493,1655,3465
2019-09-25,22987,14941,4367,1609,3367
2019-09-26,24876,16169,4726,1741,3644
2019-09-27,22765,14797,4325,1593,3335
2019-09-28,19834,12892,3768,1388,2905
2019-09-29,19987,12991,3797,1399,2928
2019-09-30,20123,13079,3823,1408,2948
2019-10-01,19877,12920,3776,1391,2911
2019-10-02,21193,13775,4026,1483,3104
2019-10-03,21001,13650,3990,1470,3076
2019-10-04,20684,13444,3929,1447,3030
2019-10-05,21394,13906,4064,1497,3134
2019-10-06,21300,13845,4047,1491,3120
2019-10-07,17313,11253,3289,1211,2536
2019-10-08,20638,13414,3921,1444,3023
2019-10-09,20611,13397,3916,1442,3019
2019-10-10,20469,13304,3889,1432,2998
2019-10-11,20852,13553,3961,1459,3054
2019-10-12,21611,14047,4106,1512,3166
2019-10-13,20972,13631,3984,1468,3072
2019-10-14,18364,11936,3489,1285,2690
2019-10-15,19785,12860,3759,1384,2898
2019-10-16,19925,12951,3785,1394,2919
2019-10-17,19654,12775,3734,1375,2879
2019-10-18,19937,12959,3788,1395,2920
2019-10-19,20968,13629,3983,1467,3071
2019-10-20,20565,13367,3907,1439,3012
2019-10-21,17451,11343,3315,1221,2556
2019-10-22,20544,13353,3903,1438,3009
2019-10-23,20640,13416,3921,1444,3023
2019-10-24,20397,13258,3875,1427,2988
2019-10-25,21190,13773,4026,1483,3104
2019-10-26,21369,13889,4060,1495,3130
2019-10-27,21209,13785,4029,1484,3107
2019-10-28,17376,11294,3301,1216,2545
2019-10-29,19427,12627,3691,1359,2846
2019-10-30,20145,13094,3827,1410,2951
2019-10-31,20150,13097,3828,1410,2951
2019-11-01,19728,12823,3748,1380,2890
2019-11-02,20868,13564,3964,1460,3057
2019-11-03,18431,11980,3501,1290,2700
2019-11-04,17503,11376,3325,1225,2564
2019-11-05,19404,12612,3686,1358,2842
2019-11-06,19312,12552,3669,1351,2829
2019-11-07,19316,12555,3670,1352,2829
2019-11-08,19536,12698,3711,1367,2862
2019-11-09,20057,13037,3810,1403,2938
2019-11-10,19983,12988,3796,1398,2927
2019-11-11,16275,10578,3092,1139,2384
2019-11-12,18817,12231,3575,1317,2756
2019-11-13,19006,12353,3611,1330,2784
2019-11-14,19079,12401,3625,1335,2795
2019-11-15,19612,12747,3726,1372,2873
2019-11-16,20362,13235,3868,1425,2983
2019-11-17,20005,13003,3800,1400,2930
2019-11-18,26748,17386,5082,1872,3918
2019-11-19,19241,12506,3655,1346,2818
2019-11-20,16241,10556,3085,1136,2379
2019-11-21,18463,12000,3507,1292,2704
2019-11-22,19215,12489,3650,1345,2814
2019-11-23,19515,12684,3707,1366,2858
2019-11-24,19588,12732,3721,1371,2869
2019-11-25,15304,9947,2907,1071,2242
2019-11-26,18875,12268,3586,1321,2765
2019-11-27,18859,12258,3583,1320,2762
2019-11-28,18841,12246,3579,1318,2760
2019-11-29,18942,12312,3598,1325,2775
2019-11-30,19741,12831,3750,1381,2892
2019-12-01,19919,12947,3784,1394,2918
2019-12-02,16341,10621,3104,1143,2393
2019-12-03,18931,12305,3596,1325,2773
2019-12-04,19373,12592,3680,1356,2838
2019-12-05,19362,12585,3678,1355,2836
2019-12-06,19129,12433,3634,1339,2802
2019-12-07,20250,13162,3847,1417,2966
2019-12-08,19450,12642,3695,1361,2849
2019-12-09,16293,10590,3095,1140,2386
2019-12-10,19556,12711,3715,1368,2864
2019-12-11,19585,12730,3721,1370,2869
2019-12-12,19907,12939,3782,1393,2916
2019-12-13,19716,12815,3746,1380,2888
2019-12-14,20604,13392,3914,1442,3018
2019-12-15,20445,13289,3884,1431,2995
